cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url
cord-000092,sha000092,arXiv,Clinical Sars-Cov-2 Study,10.1000/sample.92,PMC2328472,,no-cc,The implications for public health are discussed. This study investigates COVID-19 related phenomena.,2021-12-11,"Author 92, Co-Author 92",Science,,,,document_parses/pdf_json/92.json,,https://example.com/paper/92
cord-000093,sha000093,PubMed,Antiviral Sars-Cov-2 Study,10.1000/sample.93,PMC9012989,90014633.0,cc-by,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2.,2022-09-02,"Author 93, Co-Author 93",PLOS ONE,8971223923.0,,,,document_parses/pmc_json/93.json,https://example.com/paper/93
cord-000094,,WHO,Prevention Treatment Vaccine Outbreak Study,10.1000/sample.94,,97616925.0,cc-by,,2020-12-01,"Author 94, Co-Author 94",,2477337316.0,,,,,https://example.com/paper/94
cord-000095,sha000095,medRxiv,Immunity Outbreak Therapy Prevention Infection Study,,PMC6040020,98384904.0,,The implications for public health are discussed. Further research is needed to confirm these findings.,2021-07-02,"Author 95, Co-Author 95",,2007733711.0,WHO-5734,,,,https://example.com/paper/95
cord-000096,sha000096,PMC,Coronavirus Vaccine Immunity Sars-Cov-2 Clinical Study,,PMC9776028,,no-cc,The implications for public health are discussed. Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2.,2022-10-06,"Author 96, Co-Author 96",medRxiv,,WHO-3445,,,,https://example.com/paper/96
cord-000097,sha000097,PMC,Epidemiology Vaccine Transmission Prevention Covid-19 Study,10.1000/sample.97,PMC1800747,97283256.0,cc-by,The implications for public health are discussed. We analyzed data from multiple sources.,2020-10-24,"Author 97, Co-Author 97",Antiviral Research,2901356014.0,WHO-7407,,,document_parses/pmc_json/97.json,
cord-000098,sha000098,WHO,Diagnosis Therapy Study,,PMC1756566,94870367.0,,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2.,2019-05-03,"Author 98, Co-Author 98",bioRxiv,3611012505.0,,,,,https://example.com/paper/98
cord-000099,sha000099,bioRxiv,Clinical Outbreak Transmission Pandemic Antiviral Study,,PMC9567311,59301266.0,no-cc,The implications for public health are discussed. Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena.,2022-04-12,"Author 99, Co-Author 99",Antiviral Research,,,,,document_parses/pmc_json/99.json,https://example.com/paper/99
cord-000100,,WHO,Vaccine Symptoms Infection Therapy Study,10.1000/sample.100,PMC2585184,,cc-by,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2.,2021-06-03,"Author 100, Co-Author 100",BMJ,,,,,,
cord-000101,sha000101,WHO,Sars-Cov-2 Prevention Study,,PMC5251016,,cc-by,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. The implications for public health are discussed.,2019-07-28,"Author 101, Co-Author 101",Emerging Infectious Diseases,,,,,,https://example.com/paper/101
cord-000102,sha000102,medRxiv,Transmission Infection Study,10.1000/sample.102,,,no-cc,Further research is needed to confirm these findings. The implications for public health are discussed. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2020-03-16,"Author 102, Co-Author 102",Emerging Infectious Diseases,4571680419.0,,,,document_parses/pmc_json/102.json,https://example.com/paper/102
cord-000103,sha000103,PMC,Pandemic Sars-Cov-2 Study,10.1000/sample.103,PMC9446398,78417285.0,cc-by-nc,This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2020-05-24,"Author 103, Co-Author 103",Journal of Virology,1968523055.0,,,,document_parses/pmc_json/103.json,https://example.com/paper/103
cord-000104,,WHO,Sars-Cov-2 Transmission Clinical Infection Epidemiology Study,10.1000/sample.104,,,no-cc,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed.,2020-09-21,"Author 104, Co-Author 104",Science,,,,,,https://example.com/paper/104
cord-000105,sha000105,medRxiv,Clinical Infection Sars-Cov-2 Study,10.1000/sample.105,PMC8765820,86857173.0,no-cc,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings.,2020-05-24,"Author 105, Co-Author 105",Virology Journal,,,,,,https://example.com/paper/105
cord-000106,,WHO,Epidemiology Diagnosis Transmission Study,10.1000/sample.106,,22690720.0,cc-by-nc,This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2021-09-05,"Author 106, Co-Author 106",Journal of Medical Virology,5174677615.0,WHO-4156,,document_parses/pdf_json/106.json,,
cord-000107,sha000107,PMC,Antibody Transmission Diagnosis Therapy Study,10.1000/sample.107,,34306373.0,cc-by,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2019-02-02,"Author 107, Co-Author 107",Cell,,,,,document_parses/pmc_json/107.json,https://example.com/paper/107
cord-000108,sha000108,PMC,Epidemiology Transmission Prevention Study,10.1000/sample.108,,96516297.0,no-cc,This study investigates COVID-19 related phenomena. The implications for public health are discussed. Further research is needed to confirm these findings.,2021-01-17,"Author 108, Co-Author 108",Clinical Infectious Diseases,,,,document_parses/pdf_json/108.json,,
cord-000109,sha000109,PubMed,Symptoms Sars-Cov-2 Treatment Antibody Study,,,50045650.0,cc-by-nc,Further research is needed to confirm these findings. The implications for public health are discussed.,2020-12-08,"Author 109, Co-Author 109",Cell,,WHO-6643,,,document_parses/pmc_json/109.json,
cord-000110,sha000110,arXiv,Clinical Antiviral Sars-Cov-2 Treatment Antibody Study,10.1000/sample.110,PMC5993696,23346779.0,cc-by-nc,The implications for public health are discussed. Further research is needed to confirm these findings.,2019-01-08,"Author 110, Co-Author 110",PLOS ONE,9785620510.0,WHO-1285,,,,
cord-000111,,Elsevier,Epidemiology Antibody Prevention Infection Coronavirus Study,10.1000/sample.111,,82143514.0,,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed.,2021-01-11,"Author 111, Co-Author 111",Cell,,,,document_parses/pdf_json/111.json,,https://example.com/paper/111
cord-000112,sha000112,PMC,Outbreak Treatment Antiviral Pandemic Study,10.1000/sample.112,PMC8548873,,cc-by,This study investigates COVID-19 related phenomena. The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2021-09-12,"Author 112, Co-Author 112",,4665927028.0,,2020.1242,,,https://example.com/paper/112
cord-000113,,Elsevier,Diagnosis Vaccine Therapy Study,,PMC5447210,12650315.0,no-cc,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. The implications for public health are discussed.,2020-02-09,"Author 113, Co-Author 113",PLOS ONE,,,,,,
cord-000114,sha000114,PubMed,Clinical Prevention Study,10.1000/sample.114,,81996642.0,cc-by-nc,The implications for public health are discussed. This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2.,2020-09-13,"Author 114, Co-Author 114",Emerging Infectious Diseases,,WHO-3285,2020.3905,document_parses/pdf_json/114.json,document_parses/pmc_json/114.json,https://example.com/paper/114
cord-000115,sha000115,arXiv,Clinical Epidemiology Vaccine Infection Pandemic Study,,PMC4140556,81147161.0,cc-by,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2021-04-07,"Author 115, Co-Author 115",Cell,,,,document_parses/pdf_json/115.json,,
cord-000116,,medRxiv,Infection Antibody Coronavirus Therapy Study,10.1000/sample.116,,79645728.0,,Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena. The implications for public health are discussed.,2021-03-09,"Author 116, Co-Author 116",medRxiv,,,,,,
cord-000117,sha000117,arXiv,Immunity Coronavirus Infection Covid-19 Vaccine Study,,,82340910.0,no-cc,Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings.,2020-09-11,"Author 117, Co-Author 117",bioRxiv,,,,document_parses/pdf_json/117.json,,https://example.com/paper/117
cord-000118,sha000118,arXiv,Sars-Cov-2 Coronavirus Infection Outbreak Therapy Study,10.1000/sample.118,PMC5350628,97469782.0,cc-by-nc,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings.,,,BMJ,8984473676.0,,,,,https://example.com/paper/118
cord-000119,,medRxiv,Antiviral Infection Antibody Study,10.1000/sample.119,PMC2783932,,,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2.,2020-12-28,"Author 119, Co-Author 119",Vaccine,8986617486.0,WHO-3894,,document_parses/pdf_json/119.json,document_parses/pmc_json/119.json,
cord-000120,sha000120,PubMed,Covid-19 Infection Epidemiology Immunity Study,10.1000/sample.120,PMC1300567,98393430.0,,The implications for public health are discussed. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2020-04-07,,Cell,3055040376.0,,,document_parses/pdf_json/120.json,,
cord-000121,sha000121,WHO,Antiviral Transmission Study,,,34248334.0,,This study investigates COVID-19 related phenomena. Further research is needed to confirm these findings. We analyzed data from multiple sources. The implications for public health are discussed.,2020-04-07,"Author 121, Co-Author 121",medRxiv,,WHO-6668,,,,https://example.com/paper/121
cord-000122,sha000122,arXiv,Outbreak Transmission Antibody Study,10.1000/sample.122,,34150810.0,cc-by,We analyzed data from multiple sources. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2022-01-05,,,1562744369.0,,,,,https://example.com/paper/122
cord-000123,sha000123,arXiv,Outbreak Therapy Immunity Vaccine Study,10.1000/sample.123,,,no-cc,We analyzed data from multiple sources. The implications for public health are discussed.,2021-08-10,"Author 123, Co-Author 123",New England Journal of Medicine,,,,,,https://example.com/paper/123
cord-000124,,PubMed,Immunity Epidemiology Antiviral Transmission Study,,PMC7796309,52184106.0,no-cc,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. Further research is needed to confirm these findings.,2019-07-04,,New England Journal of Medicine,1656126124.0,WHO-7513,,,,
cord-000125,sha000125,WHO,Antiviral Antibody Study,10.1000/sample.125,PMC9165848,,no-cc,Further research is needed to confirm these findings. The implications for public health are discussed. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2020-01-05,"Author 125, Co-Author 125",The Lancet,3183382165.0,,2020.4343,,document_parses/pmc_json/125.json,https://example.com/paper/125
cord-000126,,arXiv,Immunity Antibody Prevention Study,10.1000/sample.126,,,cc-by-nc,We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2021-06-18,"Author 126, Co-Author 126",The Lancet,6549256329.0,,,,,
cord-000127,sha000127,arXiv,Transmission Vaccine Study,10.1000/sample.127,PMC7052024,,,This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. We analyzed data from multiple sources.,2021-11-06,"Author 127, Co-Author 127",Antiviral Research,3431267294.0,,,,,https://example.com/paper/127
cord-000128,sha000128,WHO,Symptoms Prevention Study,,PMC7626953,,no-cc,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2.,2021-06-20,"Author 128, Co-Author 128",New England Journal of Medicine,4694669911.0,,,document_parses/pdf_json/128.json,,
cord-000129,sha000129,PMC,Vaccine Infection Antibody Pandemic Study,10.1000/sample.129,PMC2470273,14698329.0,cc-by-nc,This study investigates COVID-19 related phenomena. The implications for public health are discussed. Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2.,2019-04-29,"Author 129, Co-Author 129",,,,,,,
cord-000130,sha000130,bioRxiv,Transmission Antiviral Antibody Vaccine Outbreak Study,10.1000/sample.130,,,cc-by-nc,Further research is needed to confirm these findings. We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2.,2022-12-16,"Author 130, Co-Author 130",Cell,2739579351.0,,2020.9747,document_parses/pdf_json/130.json,,
cord-000131,,medRxiv,Antiviral Therapy Treatment Immunity Outbreak Study,,,,no-cc,Further research is needed to confirm these findings. The implications for public health are discussed. This study investigates COVID-19 related phenomena.,2019-06-05,"Author 131, Co-Author 131",Journal of Virology,,,,document_parses/pdf_json/131.json,document_parses/pmc_json/131.json,https://example.com/paper/131
cord-000132,sha000132,PMC,Treatment Vaccine Antiviral Coronavirus Study,10.1000/sample.132,,,cc-by-nc,Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources. The implications for public health are discussed.,2022-02-08,"Author 132, Co-Author 132",New England Journal of Medicine,9560119285.0,,,document_parses/pdf_json/132.json,,https://example.com/paper/132
